step,sim_time,command_vx,command_vy,command_yaw,command_label,command_segment_id,command_hold_time_s,command_hold_steps,is_forward,is_backward,is_left,is_right,is_yaw_left,is_yaw_right,is_stop,base_lin_vel_x,base_lin_vel_y,base_lin_vel_z,base_ang_vel_x,base_ang_vel_y,base_ang_vel_z,projected_gravity_x,projected_gravity_y,projected_gravity_z,action_abs_max,q_abs_max,qd_abs_max,obs_000,obs_001,obs_002,obs_003,obs_004,obs_005,obs_006,obs_007,obs_008,obs_009,obs_010,obs_011,obs_012,obs_013,obs_014,obs_015,obs_016,obs_017,obs_018,obs_019,obs_020,obs_021,obs_022,obs_023,obs_024,obs_025,obs_026,obs_027,obs_028,obs_029,obs_030,obs_031,obs_032,obs_033,obs_034,obs_035,obs_036,obs_037,obs_038,obs_039,obs_040,obs_041,obs_042,obs_043,obs_044,obs_045,obs_046,obs_047,action_00,action_01,action_02,action_03,action_04,action_05,action_06,action_07,action_08,action_09,action_10,action_11
103,2.06,0.0,0.0,0.0,stop,0,2.04,102,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01574762351810932,-0.01057359017431736,-0.003233327530324459,0.019098015502095222,-0.009585839696228504,0.008362557739019394,-0.00430724723264575,0.021946920081973076,-0.9997498393058777,1.3463797569274902,0.20815293490886688,0.03683144599199295,0.0,0.0,0.0,0.019098015502095222,-0.009585839696228504,0.008362557739019394,-0.00430724723264575,0.021946920081973076,-0.9997498393058777,0.0,0.0,0.0,0.021716466173529625,-0.20815293490886688,-0.06868541985750198,0.1952323615550995,0.06643739342689514,0.16342458128929138,0.09376690536737442,-0.07474260032176971,0.0016796460840851068,-0.0014849182916805148,0.00045025706640444696,-0.0020476547069847584,-0.0057285623624920845,-0.007058995310217142,-0.006180441007018089,-0.007146134041249752,-0.014082633890211582,-0.0029829577542841434,-0.030474908649921417,0.009184708818793297,0.017805682495236397,-0.03683144599199295,-0.017356501892209053,-0.010138330049812794,-0.1509232372045517,-0.5634651780128479,0.3540116548538208,0.2787812352180481,0.1428711861371994,0.5777847170829773,-0.2591110169887543,-0.16847965121269226,-0.7596036195755005,1.118539571762085,-1.348685383796692,0.936683177947998,-0.14815594255924225,-0.5640273094177246,0.36430954933166504,0.2723698019981384,0.14194181561470032,0.5797510147094727,-0.2642388343811035,-0.1664806604385376,-0.7621394395828247,1.1178827285766602,-1.3463797569274902,0.9394411444664001
104,2.08,0.0,0.0,0.0,stop,0,2.06,103,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015826940536499023,-0.010520103387534618,-0.003134204540401697,0.020697709172964096,-0.009419096633791924,0.008301693014800549,-0.004376255441457033,0.021977625787258148,-0.9997488856315613,1.3445169925689697,0.20876392722129822,0.044306471943855286,0.0,0.0,0.0,0.020697709172964096,-0.009419096633791924,0.008301693014800549,-0.004376255441457033,0.021977625787258148,-0.9997488856315613,0.0,0.0,0.0,0.021039046347141266,-0.20876392722129822,-0.0684603825211525,0.19544023275375366,0.06580021977424622,0.16389983892440796,0.09314243495464325,-0.07428073137998581,0.0016803907928988338,-0.0014893923653289676,0.00043548530084080994,-0.0020547639578580856,-0.004780860152095556,-0.002958601340651512,-0.007684908341616392,-0.008874203078448772,-0.013791341334581375,-0.005899861454963684,-0.03021569550037384,0.00971081480383873,0.017115522176027298,-0.044306471943855286,-0.019073687493801117,-0.01246163435280323,-0.14815594255924225,-0.5640273094177246,0.36430954933166504,0.2723698019981384,0.14194181561470032,0.5797510147094727,-0.2642388343811035,-0.1664806604385376,-0.7621394395828247,1.1178827285766602,-1.3463797569274902,0.9394411444664001,-0.1450091451406479,-0.564270555973053,0.3735552728176117,0.2664496898651123,0.14144961535930634,0.5808524489402771,-0.2692784070968628,-0.16519799828529358,-0.7636618614196777,1.118011236190796,-1.3445169925689697,0.9409903287887573
105,2.1,0.0,0.0,0.0,stop,0,2.08,104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015886232256889343,-0.010419797152280807,-0.003067259443923831,0.01965666189789772,-0.00893897283822298,0.007862631231546402,-0.004443714395165443,0.022012045606970787,-0.9997478127479553,1.3429654836654663,0.20937922596931458,0.04428336024284363,0.0,0.0,0.0,0.01965666189789772,-0.00893897283822298,0.007862631231546402,-0.004443714395165443,0.022012045606970787,-0.9997478127479553,0.0,0.0,0.0,0.020369278267025948,-0.20937922596931458,-0.06822571903467178,0.19565849006175995,0.06517404317855835,0.16438384354114532,0.09252461045980453,-0.07381156831979752,0.0016878057504072785,-0.0014893790939822793,0.0004236477834638208,-0.0020687205251306295,-0.0060319919139146805,2.989545464515686e-05,-0.0070877945981919765,-0.007663658820092678,-0.015403598546981812,-0.007660428993403912,-0.02987501583993435,0.009914510883390903,0.0150039903819561,-0.04428336024284363,-0.01693478599190712,-0.013210874050855637,-0.1450091451406479,-0.564270555973053,0.3735552728176117,0.2664496898651123,0.14144961535930634,0.5808524489402771,-0.2692784070968628,-0.16519799828529358,-0.7636618614196777,1.118011236190796,-1.3445169925689697,0.9409903287887573,-0.14307250082492828,-0.5649407505989075,0.3818170428276062,0.26067864894866943,0.14086702466011047,0.5822520852088928,-0.2735331356525421,-0.16483807563781738,-0.7652232646942139,1.117403507232666,-1.3429654836654663,0.9418201446533203
106,2.12,0.0,0.0,0.0,stop,0,2.1,105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01586933434009552,-0.010568510740995407,-0.002995281247422099,0.0203847698867321,-0.008799316361546516,0.008728934451937675,-0.004510771948844194,0.022058559581637383,-0.9997465014457703,1.3434199094772339,0.21000300347805023,0.03802141547203064,0.0,0.0,0.0,0.0203847698867321,-0.008799316361546516,0.008728934451937675,-0.004510771948844194,0.022058559581637383,-0.9997465014457703,0.0,0.0,0.0,0.01968321017920971,-0.21000300347805023,-0.06798436492681503,0.19588196277618408,0.06454389542341232,0.16486617922782898,0.09190171211957932,-0.07334187626838684,0.0016997810453176498,-0.0014843461103737354,0.00041928852442651987,-0.0020760137122124434,-0.005911283195018768,-0.014131445437669754,-0.007765019312500954,-0.008553272113204002,-0.0162021666765213,0.00028777727857232094,-0.03045915625989437,0.009339435026049614,0.01392439566552639,-0.03802141547203064,-0.01641005277633667,-0.01349169947206974,-0.14307250082492828,-0.5649407505989075,0.3818170428276062,0.26067864894866943,0.14086702466011047,0.5822520852088928,-0.2735331356525421,-0.16483807563781738,-0.7652232646942139,1.117403507232666,-1.3429654836654663,0.9418201446533203,-0.14124329388141632,-0.5651366710662842,0.3920087516307831,0.2515523433685303,0.1416339874267578,0.5786938071250916,-0.27804023027420044,-0.16313070058822632,-0.768185019493103,1.1226738691329956,-1.3434199094772339,0.9478292465209961
107,2.14,0.0,0.0,0.0,stop,0,2.12,106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015616459771990776,-0.010455930605530739,-0.0031797816045582294,0.020622428506612778,-0.009403527714312077,0.008419645950198174,-0.004579148255288601,0.02210092544555664,-0.99974524974823,1.3420120477676392,0.2106187790632248,0.043447528034448624,0.0,0.0,0.0,0.020622428506612778,-0.009403527714312077,0.008419645950198174,-0.004579148255288601,0.02210092544555664,-0.99974524974823,0.0,0.0,0.0,0.018999909982085228,-0.2106187790632248,-0.06774736940860748,0.1961013376712799,0.06391344964504242,0.16534078121185303,0.09127966314554214,-0.07287554442882538,0.0017034735064953566,-0.001482296851463616,0.0004082860832568258,-0.002078848658129573,-0.004814332351088524,-0.002716552931815386,-0.007939670234918594,-0.009119492024183273,-0.014176969416439533,-0.005403735674917698,-0.030325451865792274,0.009371762163937092,0.016422225162386894,-0.043447528034448624,-0.01756717823445797,-0.012421181425452232,-0.14124329388141632,-0.5651366710662842,0.3920087516307831,0.2515523433685303,0.1416339874267578,0.5786938071250916,-0.27804023027420044,-0.16313070058822632,-0.768185019493103,1.1226738691329956,-1.3434199094772339,0.9478292465209961,-0.1389964371919632,-0.5661877393722534,0.4035889804363251,0.2469976395368576,0.14068129658699036,0.5815043449401855,-0.28242599964141846,-0.16255465149879456,-0.7710630893707275,1.120242953300476,-1.3420120477676392,0.9479539394378662
108,2.16,0.0,0.0,0.0,stop,0,2.14,107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015882160514593124,-0.010327468626201153,-0.0029826988466084003,0.018862774595618248,-0.008593684993684292,0.007934448309242725,-0.0046481662429869175,0.022121146321296692,-0.9997444748878479,1.3405473232269287,0.21121403574943542,0.04324162006378174,0.0,0.0,0.0,0.018862774595618248,-0.008593684993684292,0.007934448309242725,-0.0046481662429869175,0.022121146321296692,-0.9997444748878479,0.0,0.0,0.0,0.01834768056869507,-0.21121403574943542,-0.06753011792898178,0.19630032777786255,0.06328859180212021,0.16581498086452484,0.09065800160169601,-0.07242179661989212,0.001701330067589879,-0.001489928923547268,0.00038581390981562436,-0.0020947721786797047,-0.005749909207224846,-0.006670818664133549,-0.006269185803830624,-0.007688216399401426,-0.015095292590558529,-0.006905057467520237,-0.03015495091676712,0.010177500545978546,0.015520213171839714,-0.04324162006378174,-0.017956994473934174,-0.012739919126033783,-0.1389964371919632,-0.5661877393722534,0.4035889804363251,0.2469976395368576,0.14068129658699036,0.5815043449401855,-0.28242599964141846,-0.16255465149879456,-0.7710630893707275,1.120242953300476,-1.3420120477676392,0.9479539394378662,-0.13734738528728485,-0.5661970376968384,0.4124021530151367,0.2398766130208969,0.13969160616397858,0.5812267661094666,-0.2869068384170532,-0.1620211899280548,-0.7725985050201416,1.1201103925704956,-1.3405473232269287,0.9498543739318848
109,2.18,0.0,0.0,0.0,stop,0,2.16,108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015720216557383537,-0.010379537008702755,-0.0028644183184951544,0.02025383897125721,-0.009171073324978352,0.008393480442464352,-0.004715066868811846,0.022173268720507622,-0.9997430443763733,1.3381991386413574,0.21183887124061584,0.03618992492556572,0.0,0.0,0.0,0.02025383897125721,-0.009171073324978352,0.008393480442464352,-0.004715066868811846,0.022173268720507622,-0.9997430443763733,0.0,0.0,0.0,0.017664022743701935,-0.21183887124061584,-0.06729013472795486,0.19652412831783295,0.06266124546527863,0.1662973016500473,0.0900430679321289,-0.07195061445236206,0.0017188639612868428,-0.0014864510158076882,0.00038539976230822504,-0.0021011722274124622,-0.005656557157635689,-0.013623694889247417,-0.008450493216514587,-0.008191388100385666,-0.015557469800114632,0.0013365745544433594,-0.010311642661690712,0.009642290882766247,0.013947201892733574,-0.03618992492556572,-0.0009311959147453308,-0.011308175511658192,-0.13734738528728485,-0.5661970376968384,0.4124021530151367,0.2398766130208969,0.13969160616397858,0.5812267661094666,-0.2869068384170532,-0.1620211899280548,-0.7725985050201416,1.1201103925704956,-1.3405473232269287,0.9498543739318848,-0.1343989223241806,-0.5661457777023315,0.4225907027721405,0.23402456939220428,0.13807497918605804,0.581803023815155,-0.29473844170570374,-0.16085654497146606,-0.7753294706344604,1.120032548904419,-1.3381991386413574,0.9528781175613403
110,2.2,0.0,0.0,0.0,stop,0,2.18,109,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015768248587846756,-0.010490992106497288,-0.0030770697630941868,0.019512496888637543,-0.008917170576751232,0.008131704293191433,-0.004783876705914736,0.022214850410819054,-0.999741792678833,1.3376909494400024,0.2124587893486023,0.03256281092762947,0.0,0.0,0.0,0.019512496888637543,-0.008917170576751232,0.008131704293191433,-0.004783876705914736,0.022214850410819054,-0.999741792678833,0.0,0.0,0.0,0.016988227143883705,-0.2124587893486023,-0.06705594807863235,0.1967417299747467,0.062032394111156464,0.16677716374397278,0.08942855894565582,-0.07148276269435883,0.0017256350256502628,-0.0014836745103821158,0.00038021651562303305,-0.002104201354086399,-0.006266839802265167,-0.006986909545958042,-0.007108662277460098,-0.007584169041365385,-0.01597309485077858,-0.0002515737432986498,-0.029988255351781845,0.009511279873549938,0.014141828753054142,-0.03256281092762947,-0.01710488274693489,-0.012737135402858257,-0.1343989223241806,-0.5661457777023315,0.4225907027721405,0.23402456939220428,0.13807497918605804,0.581803023815155,-0.29473844170570374,-0.16085654497146606,-0.7753294706344604,1.120032548904419,-1.3381991386413574,0.9528781175613403,-0.13308502733707428,-0.5677028894424438,0.43407300114631653,0.22744698822498322,0.13902269303798676,0.5803250670433044,-0.2963317930698395,-0.15985551476478577,-0.7788007259368896,1.1219056844711304,-1.3376909494400024,0.9568401575088501
111,2.22,0.0,0.0,0.0,stop,0,2.2,110,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015740828588604927,-0.010620401240885258,-0.0031495150178670883,0.01659262739121914,-0.00863446295261383,0.007903166115283966,-0.00485201645642519,0.022252177819609642,-0.9997406005859375,1.3371974229812622,0.2130672037601471,0.03532027080655098,0.0,0.0,0.0,0.01659262739121914,-0.00863446295261383,0.007903166115283966,-0.00485201645642519,0.022252177819609642,-0.9997406005859375,0.0,0.0,0.0,0.01632051356136799,-0.2130672037601471,-0.06681619584560394,0.19696414470672607,0.06141439080238342,0.167258620262146,0.08880806714296341,-0.07102200388908386,0.0017303129425272346,-0.0014760763151571155,0.00036343952524475753,-0.0021187106613069773,-0.007245015352964401,-0.00787024199962616,-0.0033025830052793026,-0.004626982379704714,-0.015684504061937332,-0.0022175866179168224,-0.02996811456978321,0.010703685693442822,0.01591164618730545,-0.03532027080655098,-0.014665364287793636,-0.011195908300578594,-0.13308502733707428,-0.5677028894424438,0.43407300114631653,0.22744698822498322,0.13902269303798676,0.5803250670433044,-0.2963317930698395,-0.15985551476478577,-0.7788007259368896,1.1219056844711304,-1.3376909494400024,0.9568401575088501,-0.13213606178760529,-0.5678709149360657,0.4441410303115845,0.22146262228488922,0.13893164694309235,0.5796909332275391,-0.29911428689956665,-0.15937691926956177,-0.7820543050765991,1.1215356588363647,-1.3371974229812622,0.9593437910079956
112,2.24,0.0,0.0,0.0,stop,0,2.22,111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015565735287964344,-0.010479116812348366,-0.003293189685791731,0.019413411617279053,-0.009678496979176998,0.00830684881657362,-0.004922112450003624,0.022292615845799446,-0.9997393488883972,1.3355897665023804,0.21368399262428284,0.036547522991895676,0.0,0.0,0.0,0.019413411617279053,-0.009678496979176998,0.00830684881657362,-0.004922112450003624,0.022292615845799446,-0.9997393488883972,0.0,0.0,0.0,0.01564449444413185,-0.21368399262428284,-0.06658348441123962,0.1971810907125473,0.06078381463885307,0.1677306443452835,0.08819250762462616,-0.07055588811635971,0.0017296784790232778,-0.0014781109057366848,0.0003524679923430085,-0.0021192985586822033,-0.005612196866422892,-0.006807046011090279,-0.006582852452993393,-0.007702966686338186,-0.012638538144528866,-0.0027081449516117573,-0.029831452295184135,0.0099552096799016,0.018382705748081207,-0.036547522991895676,-0.019626468420028687,-0.010871443897485733,-0.13213606178760529,-0.5678709149360657,0.4441410303115845,0.22146262228488922,0.13893164694309235,0.5796909332275391,-0.29911428689956665,-0.15937691926956177,-0.7820543050765991,1.1215356588363647,-1.3371974229812622,0.9593437910079956,-0.12921951711177826,-0.5684138536453247,0.45613908767700195,0.21524985134601593,0.13819067180156708,0.5795356035232544,-0.3038771152496338,-0.15756765007972717,-0.7848522663116455,1.1221894025802612,-1.3355897665023804,0.9628903269767761
113,2.2600000000000002,0.0,0.0,0.0,stop,0,2.24,112,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01559477485716343,-0.010428030975162983,-0.003210048656910658,0.019595041871070862,-0.009085767902433872,0.008804051205515862,-0.004990020766854286,0.022341810166835785,-0.9997379183769226,1.335293173789978,0.2143041491508484,0.03899390995502472,0.0,0.0,0.0,0.019595041871070862,-0.009085767902433872,0.008804051205515862,-0.004990020766854286,0.022341810166835785,-0.9997379183769226,0.0,0.0,0.0,0.01496293768286705,-0.2143041491508484,-0.06634322553873062,0.19740335643291473,0.0601610466837883,0.1682043820619583,0.08758213371038437,-0.07009901106357574,0.0017427195562049747,-0.0014782294165343046,0.00034483830677345395,-0.00212693540379405,-0.005725597031414509,-0.015382068231701851,-0.007512952201068401,-0.009069480933248997,-0.013678140006959438,-0.0007815537974238396,-0.030589384958148003,0.009286699816584587,0.016954664140939713,-0.03899390995502472,-0.017165793105959892,-0.012551160529255867,-0.12921951711177826,-0.5684138536453247,0.45613908767700195,0.21524985134601593,0.13819067180156708,0.5795356035232544,-0.3038771152496338,-0.15756765007972717,-0.7848522663116455,1.1221894025802612,-1.3355897665023804,0.9628903269767761,-0.12641943991184235,-0.5678905844688416,0.4675302505493164,0.20602338016033173,0.13825394213199615,0.5773227214813232,-0.3091396987438202,-0.15522921085357666,-0.7874029874801636,1.125427007675171,-1.335293173789978,0.9682626724243164
114,2.2800000000000002,0.0,0.0,0.0,stop,0,2.2600000000000002,113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015604957938194275,-0.010512754321098328,-0.00326381903141737,0.01835993118584156,-0.009118427522480488,0.008100857026875019,-0.005057300440967083,0.022386258468031883,-0.9997366070747375,1.3339616060256958,0.2149156928062439,0.03614453226327896,0.0,0.0,0.0,0.01835993118584156,-0.009118427522480488,0.008100857026875019,-0.005057300440967083,0.022386258468031883,-0.9997366070747375,0.0,0.0,0.0,0.01429553423076868,-0.2149156928062439,-0.06610129028558731,0.19762906432151794,0.059544675052165985,0.16868478059768677,0.08697432279586792,-0.06963544338941574,0.0017461335519328713,-0.0014694679994136095,0.00033884862205013633,-0.0021332302130758762,-0.0066427066922187805,-0.009786471724510193,-0.005411653313785791,-0.006057665217667818,-0.014245652593672276,0.00033053988590836525,-0.029648052528500557,0.01012471318244934,0.016553649678826332,-0.03614453226327896,-0.016372300684452057,-0.011627302505075932,-0.12641943991184235,-0.5678905844688416,0.4675302505493164,0.20602338016033173,0.13825394213199615,0.5773227214813232,-0.3091396987438202,-0.15522921085357666,-0.7874029874801636,1.125427007675171,-1.335293173789978,0.9682626724243164,-0.12485422194004059,-0.569145679473877,0.47855645418167114,0.1990656703710556,0.13761954009532928,0.5778735280036926,-0.31336137652397156,-0.15405398607254028,-0.7902932167053223,1.124781847000122,-1.3339616060256958,0.970785915851593
115,2.3000000000000003,0.0,0.0,0.0,stop,0,2.2800000000000002,114,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015568968839943409,-0.010602083057165146,-0.003088087309151888,0.019233956933021545,-0.008588187396526337,0.008149244822561741,-0.0051276409067213535,0.022433588281273842,-0.9997351765632629,1.332323670387268,0.2155376672744751,0.04350346699357033,0.0,0.0,0.0,0.019233956933021545,-0.008588187396526337,0.008149244822561741,-0.0051276409067213535,0.022433588281273842,-0.9997351765632629,0.0,0.0,0.0,0.013611440546810627,-0.2155376672744751,-0.06585696339607239,0.197856605052948,0.058929625898599625,0.1691504716873169,0.08636217564344406,-0.06917879730463028,0.0017596466932445765,-0.00147629261482507,0.0003280048549640924,-0.0021416787058115005,-0.0060066524893045425,-0.007088217884302139,-0.006505243945866823,-0.007817575708031654,-0.01568588614463806,-0.006423842627555132,-0.030284829437732697,0.009186972863972187,0.014122912660241127,-0.04350346699357033,-0.01659821718931198,-0.013348521664738655,-0.12485422194004059,-0.569145679473877,0.47855645418167114,0.1990656703710556,0.13761954009532928,0.5778735280036926,-0.31336137652397156,-0.15405398607254028,-0.7902932167053223,1.124781847000122,-1.3339616060256958,0.970785915851593,-0.12211285531520844,-0.5687590837478638,0.48747795820236206,0.1920439451932907,0.13673001527786255,0.5795127749443054,-0.31796300411224365,-0.15242990851402283,-0.791142463684082,1.1241302490234375,-1.332323670387268,0.9719244241714478
116,2.32,0.0,0.0,0.0,stop,0,2.3000000000000003,115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015620513819158077,-0.010492212139070034,-0.0028622744139283895,0.01982658915221691,-0.009393581189215183,0.007722740992903709,-0.005197260063141584,0.02246619574725628,-0.999734103679657,1.3298556804656982,0.21615451574325562,0.04448787868022919,0.0,0.0,0.0,0.01982658915221691,-0.009393581189215183,0.007722740992903709,-0.005197260063141584,0.02246619574725628,-0.999734103679657,0.0,0.0,0.0,0.012940749526023865,-0.21615451574325562,-0.06562544405460358,0.1980731040239334,0.058302395045757294,0.16961877048015594,0.08575474470853806,-0.06872475147247314,0.0017551480559632182,-0.0014828273560851812,0.00032317364821210504,-0.002155543537810445,-0.006066222209483385,0.00028957612812519073,-0.007372209336608648,-0.0076144663617014885,-0.014658596366643906,-0.009984919801354408,-0.019243044778704643,0.009934142231941223,0.01416291669011116,-0.04448787868022919,-0.005698159337043762,-0.01110335998237133,-0.12211285531520844,-0.5687590837478638,0.48747795820236206,0.1920439451932907,0.13673001527786255,0.5795127749443054,-0.31796300411224365,-0.15242990851402283,-0.791142463684082,1.1241302490234375,-1.332323670387268,0.9719244241714478,-0.11976714432239532,-0.5696117281913757,0.4964897036552429,0.18815578520298004,0.13467015326023102,0.5830341577529907,-0.32278257608413696,-0.1527511477470398,-0.7927547693252563,1.12069571018219,-1.3298556804656982,0.9705186486244202
117,2.34,0.0,0.0,0.0,stop,0,2.32,116,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.01569538377225399,-0.010420474223792553,-0.0033561745658516884,0.01834091916680336,-0.009320400655269623,0.007974091917276382,-0.005263227503746748,0.022521959617733955,-0.999732494354248,1.3301851749420166,0.2167772650718689,0.03033054992556572,0.0,0.0,0.0,0.01834091916680336,-0.009320400655269623,0.007974091917276382,-0.005263227503746748,0.022521959617733955,-0.999732494354248,0.0,0.0,0.0,0.012263257056474686,-0.2167772650718689,-0.06537020951509476,0.19831259548664093,0.057680893689394,0.17010854184627533,0.08513948321342468,-0.06825725734233856,0.001759927487000823,-0.0014667751966044307,0.0003062896430492401,-0.002167987870052457,-0.006099325604736805,-0.007342149503529072,-0.005552510265260935,-0.006587766110897064,-0.014080589637160301,0.00103781558573246,-0.030065471306443214,0.010402476415038109,0.01728513091802597,-0.03033054992556572,-0.016791924834251404,-0.01121265534311533,-0.11976714432239532,-0.5696117281913757,0.4964897036552429,0.18815578520298004,0.13467015326023102,0.5830341577529907,-0.32278257608413696,-0.1527511477470398,-0.7927547693252563,1.12069571018219,-1.3298556804656982,0.9705186486244202,-0.11918754875659943,-0.5707040429115295,0.5092184543609619,0.1816733032464981,0.13591991364955902,0.5775169730186462,-0.3245500922203064,-0.15278688073158264,-0.7976187467575073,1.1246944665908813,-1.3301851749420166,0.9764450192451477
118,2.36,0.0,0.0,0.0,stop,0,2.34,117,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015563314780592918,-0.010659917257726192,-0.0032236056867986917,0.016750182956457138,-0.00872352160513401,0.008163465186953545,-0.005335605703294277,0.022573774680495262,-0.9997309446334839,1.3293260335922241,0.2174025923013687,0.036336369812488556,0.0,0.0,0.0,0.016750182956457138,-0.00872352160513401,0.008163465186953545,-0.005335605703294277,0.022573774680495262,-0.9997309446334839,0.0,0.0,0.0,0.011578251607716084,-0.2174025923013687,-0.06512723863124847,0.19853690266609192,0.057071734219789505,0.17057515680789948,0.0845293328166008,-0.06780257076025009,0.0017839238280430436,-0.0014712318079546094,0.0002979880082421005,-0.002166014863178134,-0.007442002650350332,-0.008064535446465015,-0.003640829585492611,-0.004920152481645346,-0.01570143923163414,-0.0027962932363152504,-0.029851805418729782,0.010262074880301952,0.015381140634417534,-0.036336369812488556,-0.015065458603203297,-0.011081162840127945,-0.11918754875659943,-0.5707040429115295,0.5092184543609619,0.1816733032464981,0.13591991364955902,0.5775169730186462,-0.3245500922203064,-0.15278688073158264,-0.7976187467575073,1.1246944665908813,-1.3301851749420166,0.9764450192451477,-0.11691661179065704,-0.5698263645172119,0.5195981860160828,0.17459021508693695,0.13550953567028046,0.5771258473396301,-0.32855427265167236,-0.1508236825466156,-0.7997732162475586,1.1246256828308105,-1.3293260335922241,0.9797344207763672
119,2.38,0.0,0.0,0.0,stop,0,2.36,118,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015356150455772877,-0.010651711374521255,-0.0032578432001173496,0.02069081924855709,-0.009287472814321518,0.008050605654716492,-0.005404104012995958,0.02262914925813675,-0.999729335308075,1.3278638124465942,0.21803276240825653,0.04474559426307678,0.0,0.0,0.0,0.02069081924855709,-0.009287472814321518,0.008050605654716492,-0.005404104012995958,0.02262914925813675,-0.999729335308075,0.0,0.0,0.0,0.010887066833674908,-0.21803276240825653,-0.06487181782722473,0.1987764537334442,0.05644794553518295,0.17104338109493256,0.08392894268035889,-0.06734392791986465,0.001780386664904654,-0.0014682403998449445,0.00029624413582496345,-0.002168776001781225,-0.005015280097723007,-0.004077666439116001,-0.007466265931725502,-0.0082101970911026,-0.014394702389836311,-0.006449962966144085,-0.030014291405677795,0.00893346406519413,0.015006550587713718,-0.04474559426307678,-0.01802411861717701,-0.012625116854906082,-0.11691661179065704,-0.5698263645172119,0.5195981860160828,0.17459021508693695,0.13550953567028046,0.5771258473396301,-0.32855427265167236,-0.1508236825466156,-0.7997732162475586,1.1246256828308105,-1.3293260335922241,0.9797344207763672,-0.1136789470911026,-0.5705362558364868,0.5294079780578613,0.1665395349264145,0.13465943932533264,0.5776439309120178,-0.33345529437065125,-0.14822524785995483,-0.800715446472168,1.1257567405700684,-1.3278638124465942,0.9823838472366333
120,2.4,0.0,0.0,0.0,stop,0,2.38,119,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.015606122091412544,-0.01069596502929926,-0.002961419289931655,0.01726621575653553,-0.009036875329911709,0.007493436802178621,-0.005474066361784935,0.022656183689832687,-0.9997283220291138,1.3263508081436157,0.21864011883735657,0.03443906828761101,0.0,0.0,0.0,0.01726621575653553,-0.009036875329911709,0.007493436802178621,-0.005474066361784935,0.022656183689832687,-0.9997283220291138,0.0,0.0,0.0,0.01023055985569954,-0.21864011883735657,-0.06463680416345596,0.1989966630935669,0.055835045874118805,0.17150965332984924,0.08331833779811859,-0.06689731031656265,0.0017755408771336079,-0.001479149330407381,0.0002727086248341948,-0.00219212519004941,-0.007043212186545134,-0.007064622826874256,-0.003661070019006729,-0.00402453588321805,-0.01494758389890194,-0.0014235489070415497,-0.01671934872865677,0.011085803620517254,0.015008866786956787,-0.03443906828761101,0.0014646174386143684,-0.009461254812777042,-0.1136789470911026,-0.5705362558364868,0.5294079780578613,0.1665395349264145,0.13465943932533264,0.5776439309120178,-0.33345529437065125,-0.14822524785995483,-0.800715446472168,1.1257567405700684,-1.3278638124465942,0.9823838472366333,-0.11282230913639069,-0.5713855028152466,0.5393573045730591,0.16111424565315247,0.13286197185516357,0.5781283974647522,-0.33795908093452454,-0.1484573781490326,-0.8043982982635498,1.1236718893051147,-1.3263508081436157,0.9840513467788696
